title,n_enrolled,course_type,institution,Level,subject,language,subtitles,course_effort,course_length,price,media_course_effort,price_extracted,length_extracted,ingreso_por_curso,esfuerzo_total,esfuerzo_group,log_n_enrolled,esfuerzo_group_str
Creative Coding,18660,Instructor-led on a course schedule,New York University,Introductory,Design,English,English,8–10 hours per week,14 Weeks,FREE-Add a Verified Certificate for $249 USD,9.0,249,14,4646340,126.0,"(100.0, inf]",9.834137474401334,"(100.0, inf]"
Análisis estadístico con Excel,22717,Self-paced on your time,Universidad Galileo,Introductory,Data Analysis & Statistics,Español,Español,3–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,4.0,49,4,1113133,16.0,"(10.0, 20.0]",10.030868821863221,"(10.0, 20.0]"
Introducción a la Ingeniería del Software,17931,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Computer Science,Español,Español,4–5 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,4.5,49,5,878619,22.5,"(20.0, 30.0]",9.794286337492364,"(20.0, 30.0]"
Computer Graphics,98553,Self-paced on your time,"The University of California, San Diego",Intermediate,Computer Science,English,"English, 中文",6–12 hours per week,6 Weeks,FREE-Add a Verified Certificate for $99 USD,9.0,99,6,9756747,54.0,"(50.0, 60.0]",11.498349753517841,"(50.0, 60.0]"
Data Science: Computational Thinking with Python,78232,Self-paced on your time,"University of California, Berkeley",Introductory,Computer Science,English,English,4–6 hours per week,5 Weeks,FREE-Add a Verified Certificate for $199 USD,5.0,199,5,15568168,25.0,"(20.0, 30.0]",11.267434049992112,"(20.0, 30.0]"
Comunicación efectiva para el líder actual,18470,Self-paced on your time,Tecnológico de Monterrey,Introductory,Communication,Español,Español,5–8 hours per week,4 Weeks,FREE-Add a Verified Certificate for $149 USD,6.5,149,4,2752030,26.0,"(20.0, 30.0]",9.823903073193286,"(20.0, 30.0]"
Debate y argumentación,10954,Self-paced on your time,Universidad del Rosario,Introductory,Humanities,Español,Español,4–6 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,5.0,49,4,536746,20.0,"(10.0, 20.0]",9.301459965343666,"(10.0, 20.0]"
Deep Learning with Tensorflow,37564,Self-paced on your time,IBM,Intermediate,Data Analysis & Statistics,English,English,2–4 hours per week,5 Weeks,FREE-Add a Verified Certificate for $99 USD,3.0,99,5,3718836,15.0,"(10.0, 20.0]",10.533801423924505,"(10.0, 20.0]"
Machine Learning (aprendizaje automático) con Python: una introducción práctica,39155,Self-paced on your time,IBM,Introductory,Computer Science,Español,Español,4–6 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,5.0,49,5,1918595,25.0,"(20.0, 30.0]",10.575283407185038,"(20.0, 30.0]"
Essential Human Biology: Cells and Tissues,67961,Self-paced on your time,University of Adelaide,Introductory,Medicine,English,English,2–3 hours per week,5 Weeks,FREE-Add a Verified Certificate for $169 USD,2.5,169,5,11485409,12.5,"(10.0, 20.0]",11.126689290215575,"(10.0, 20.0]"
"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",35720,Self-paced on your time,Tsinghua University,Intermediate,Communication,English,English,2–3 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,2.5,49,5,1750280,12.5,"(10.0, 20.0]",10.483466034990435,"(10.0, 20.0]"
Computing in Python III: Data Structures,27239,Self-paced on your time,The Georgia Institute of Technology,Introductory,Computer Science,English,English,9–10 hours per week,5 Weeks,FREE-Add a Verified Certificate for $99 USD,9.5,99,5,2696661,47.5,"(40.0, 50.0]",10.212405048870064,"(40.0, 50.0]"
Introduction to Internet of Things (IoT),6703,Self-paced on your time,Rolls-Royce,Introductory,Data Analysis & Statistics,English,English,1–5 hours per week,2 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,2,328447,6.0,"(0.0, 10.0]",8.810310466357958,"(0.0, 10.0]"
Nutrition and Health: Food Risks,51493,Self-paced on your time,Wageningen University & Research,Introductory,Biology & Life Sciences,English,English,6–8 hours per week,8 Weeks,FREE-Add a Verified Certificate for $49 USD,7.0,49,8,2523157,56.0,"(50.0, 60.0]",10.849201155083453,"(50.0, 60.0]"
Mechanics: Kinematics and Dynamics,35529,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Physics,English,English,10–12 hours per week,12 Weeks,FREE-Add a Verified Certificate for $49 USD,11.0,49,12,1740921,132.0,"(100.0, inf]",10.478104543389605,"(100.0, inf]"
Storytelling for Social Change,30313,Self-paced on your time,The University of Michigan,Introductory,Communication,English,English,1–3 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,2.0,49,5,1485337,10.0,"(0.0, 10.0]",10.31933194238916,"(0.0, 10.0]"
Introduction to Data Analytics for Managers,39113,Self-paced on your time,The University of Michigan,Introductory,Business & Management,English,English,2–4 hours per week,6 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,6,1916537,18.0,"(10.0, 20.0]",10.574210171532373,"(10.0, 20.0]"
Qualitative Research Methods: Conversational Interviewing,21972,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Humanities,English,English,2–3 hours per week,3 Weeks,FREE-Add a Verified Certificate for $49 USD,2.5,49,3,1076628,7.5,"(0.0, 10.0]",9.99752419446251,"(0.0, 10.0]"
International Project Management,45145,Self-paced on your time,Rochester Institute of Technology,Advanced,Business & Management,English,English,8–12 hours per week,9 Weeks,FREE-Add a Verified Certificate for $150 USD,10.0,150,9,6771750,90.0,"(80.0, 100.0]",10.717634810741579,"(80.0, 100.0]"
Software Development Fundamentals,51402,Self-paced on your time,University of Pennsylvania,Intermediate,Computer Science,English,English,6–8 hours per week,4 Weeks,FREE-Add a Verified Certificate for $149 USD,7.0,149,4,7658898,28.0,"(20.0, 30.0]",10.8474323611921,"(20.0, 30.0]"
"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",17484,Self-paced on your time,Harvard University,Introductory,Humanities,English,English,3–5 hours per week,3 Weeks,FREE-Add a Verified Certificate for $49 USD,4.0,49,3,856716,12.0,"(10.0, 20.0]",9.769041455983205,"(10.0, 20.0]"
Critical Thinking & Problem Solving,6558,Self-paced on your time,Rochester Institute of Technology,Introductory,Communication,English,English,4–6 hours per week,3 Weeks,FREE-Add a Verified Certificate for $199 USD,5.0,199,3,1305042,15.0,"(10.0, 20.0]",8.788440957404594,"(10.0, 20.0]"
Data Analysis Essentials,42262,Self-paced on your time,Imperial College Business School-Imperial College London,Introductory,Business & Management,English,English,4–6 hours per week,6 Weeks,FREE-Add a Verified Certificate for $79 USD,5.0,79,6,3338698,30.0,"(20.0, 30.0]",10.651643616126872,"(20.0, 30.0]"
Master Control in Supply Chain Management and Logistics,31326,Self-paced on your time,Chalmers University of Technology,Introductory,Business & Management,English,English,4–5 hours per week,7 Weeks,FREE-Add a Verified Certificate for $49 USD,4.5,49,7,1534974,31.5,"(30.0, 40.0]",10.352203702638608,"(30.0, 40.0]"
Work and Employment for a Sustainable Future,6528,Self-paced on your time,SDG Academy,Intermediate,Economics & Finance,English,English,2–4 hours per week,6 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,6,319872,18.0,"(10.0, 20.0]",8.783855896643942,"(10.0, 20.0]"
Foundations of Data Structures,54075,Self-paced on your time,IITBombay,Intermediate,Computer Science,English,English,6–8 hours per week,6 Weeks,FREE-Add a Verified Certificate for $149 USD,7.0,149,6,8057175,42.0,"(40.0, 50.0]",10.89812725082126,"(40.0, 50.0]"
"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",31024,Self-paced on your time,The International Monetary Fund,Intermediate,Economics & Finance,English,English,8–10 hours per week,6 Weeks,FREE-Add a Verified Certificate for $25 USD,9.0,25,6,775600,54.0,"(50.0, 60.0]",10.342516377482433,"(50.0, 60.0]"
IoT System Design: Software and Hardware Integration,13608,Self-paced on your time,Waseda University,Intermediate,Computer Science,English,English,4–6 hours per week,4 Weeks,FREE-Add a Verified Certificate for $99 USD,5.0,99,4,1347192,20.0,"(10.0, 20.0]",9.518413134075697,"(10.0, 20.0]"
English for Doing Business in Asia – Writing,44252,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Humanities,English,English,3–4 hours per week,7 Weeks,FREE-Add a Verified Certificate for $60 USD,3.5,60,7,2655120,24.5,"(20.0, 30.0]",10.6976558471548,"(20.0, 30.0]"
Working in Teams: A Practical Guide,43981,Self-paced on your time,The University of Queensland,Introductory,Humanities,English,English,6–8 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,7.0,49,4,2155069,28.0,"(20.0, 30.0]",10.69151300145826,"(20.0, 30.0]"
Introducción a los encofrados y las cimbras en obra civil y edificación,16029,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Engineering,Español,Español,2–3 hours per week,4 Weeks,FREE-Add a Verified Certificate for $50 USD,2.5,50,4,801450,10.0,"(0.0, 10.0]",9.68215486062588,"(0.0, 10.0]"
AI Chatbots without Programming,35440,Self-paced on your time,IBM,Introductory,Computer Science,English,English,2–4 hours per week,2 Weeks,FREE-Add a Verified Certificate for $99 USD,3.0,99,2,3508560,6.0,"(0.0, 10.0]",10.475596404719017,"(0.0, 10.0]"
Introducción a la Ciencia de Datos y el Big Data,16268,Self-paced on your time,Tecnológico de Monterrey,Intermediate,Data Analysis & Statistics,Español,Español,3–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,4.0,49,4,797132,16.0,"(10.0, 20.0]",9.696955267027116,"(10.0, 20.0]"
Just Money: Banking as if Society Mattered,25553,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Business & Management,English,English,3–4 hours per week,16 Weeks,FREE-Add a Verified Certificate for $49 USD,3.5,49,16,1252097,56.0,"(50.0, 60.0]",10.14851000556878,"(50.0, 60.0]"
Introducción a R,6431,Self-paced on your time,Universidades Anáhuac,Introductory,Data Analysis & Statistics,Español,Español,5–8 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,6.5,49,4,315119,26.0,"(20.0, 30.0]",8.768885326134862,"(20.0, 30.0]"
Computing in Python IV: Objects & Algorithms,28112,Self-paced on your time,The Georgia Institute of Technology,Introductory,Computer Science,English,English,9–10 hours per week,5 Weeks,FREE-Add a Verified Certificate for $99 USD,9.5,99,5,2783088,47.5,"(40.0, 50.0]",10.243951810426879,"(40.0, 50.0]"
Adobe Illustrator: aprende a crear presentaciones de impacto,18613,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Design,Español,Español,9–10 hours per week,5 Weeks,FREE-Add a Verified Certificate for $15 USD,9.5,15,5,279195,47.5,"(40.0, 50.0]",9.831615540298333,"(40.0, 50.0]"
Teaching Critical Thinking through Art with the National Gallery of Art,18595,Self-paced on your time,The Smithsonian Institution,Introductory,Education & Teacher Training,English,"English, Español, Français, 中文",3–4 hours per week,16 Weeks,FREE-Add a Verified Certificate for $25 USD,3.5,25,16,464875,56.0,"(50.0, 60.0]",9.830648006359171,"(50.0, 60.0]"
Word intermedio: herramientas de formato y productividad,10265,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Computer Science,Español,Español,4–5 hours per week,6 Weeks,FREE-Add a Verified Certificate for $50 USD,4.5,50,6,513250,27.0,"(20.0, 30.0]",9.236495329453033,"(20.0, 30.0]"
Introducción a las finanzas: Principios de valoración,17344,Self-paced on your time,Universidad del Rosario,Intermediate,Economics & Finance,Español,Español,6–10 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,8.0,49,4,849856,32.0,"(30.0, 40.0]",9.761001904239373,"(30.0, 40.0]"
Aprende a diseñar jardines verticales y cuadros vivos,6341,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Biology & Life Sciences,Español,Español,1–2 hours per week,4 Weeks,FREE-Add a Verified Certificate for $29 USD,1.5,29,4,183889,6.0,"(0.0, 10.0]",8.754791763700032,"(0.0, 10.0]"
"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",36917,Self-paced on your time,The University of Michigan,Introductory,Biology & Life Sciences,English,English,2–3 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,2.5,49,4,1808933,10.0,"(0.0, 10.0]",10.51642742854388,"(0.0, 10.0]"
Software Engineering: Introduction,35524,Self-paced on your time,University of British Columbia,Advanced,Computer Science,English,English,8–10 hours per week,6 Weeks,FREE-Add a Verified Certificate for $125 USD,9.0,125,6,4440500,54.0,"(50.0, 60.0]",10.477963803378394,"(50.0, 60.0]"
Structure of Materials,13042,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Engineering,English,English,6–8 hours per week,16 Weeks,FREE-Add a Verified Certificate for $150 USD,7.0,150,16,1956300,112.0,"(100.0, inf]",9.475930197953147,"(100.0, inf]"
Fundamentos de fotografía documental,13036,Self-paced on your time,Universidad del Rosario,Introductory,Art & Culture,Español,Español,4–6 hours per week,6 Weeks,FREE-Add a Verified Certificate for $49 USD,5.0,49,6,638764,30.0,"(20.0, 30.0]",9.475470039957452,"(20.0, 30.0]"
AP® Italian Language and Culture (2020-2021),39398,Self-paced on your time,Wellesley College,Advanced,Humanities,Italiano,Italiano,3–8 hours per week,12 Weeks,FREE-Add a Verified Certificate for $49 USD,5.5,49,12,1930502,66.0,"(60.0, 70.0]",10.5814703325763,"(60.0, 70.0]"
Computer Hardware and Operating Systems,9715,Self-paced on your time,New York University,Introductory,Computer Science,English,English,3–5 hours per week,6 Weeks,FREE-Add a Verified Certificate for $150 USD,4.0,150,6,1457250,24.0,"(20.0, 30.0]",9.18142636181154,"(20.0, 30.0]"
Marketing Management,43415,Instructor-led on a course schedule,"The University of Maryland, College Park-University System of Maryland",Advanced,Business & Management,English,English,8–10 hours per week,7 Weeks,FREE-Add a Verified Certificate for $214 USD,9.0,214,7,9290810,63.0,"(60.0, 70.0]",10.678560282494745,"(60.0, 70.0]"
You Can Innovate: User  Innovation & Entrepreneurship,18974,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Business & Management,English,English,2–4 hours per week,10 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,10,929726,30.0,"(20.0, 30.0]",9.850824899952823,"(20.0, 30.0]"
Analytics in Python,82210,Instructor-led on a course schedule,Columbia University,Intermediate,Business & Management,English,No info available,8–10 hours per week,12 Weeks,FREE-Add a Verified Certificate for $249 USD,9.0,249,12,20470290,108.0,"(100.0, inf]",11.317032228146179,"(100.0, inf]"
Bases Matemáticas: Álgebra,35811,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Math,Español,Español,3–4 hours per week,4 Weeks,FREE-Add a Verified Certificate for $50 USD,3.5,50,4,1790550,14.0,"(10.0, 20.0]",10.486010387763148,"(10.0, 20.0]"
HTML5 Apps and Games,86850,Self-paced on your time,The World Wide Web Consortium (W3C),Advanced,Computer Science,English,English,6–8 hours per week,4 Weeks,FREE-Add a Verified Certificate for $199 USD,7.0,199,4,17283150,28.0,"(20.0, 30.0]",11.37193777166925,"(20.0, 30.0]"
MATLAB and Octave for Beginners,68706,Self-paced on your time,École polytechnique fédérale de Lausanne,Introductory,Computer Science,English,English,5–6 hours per week,4 Weeks,FREE-Add a Verified Certificate for $139 USD,5.5,139,4,9550134,22.0,"(20.0, 30.0]",11.137591810641394,"(20.0, 30.0]"
AP Physics 1,43401,Self-paced on your time,Rice University,Introductory,Physics,English,English,3–4 hours per week,18 Weeks,FREE-Add a Verified Certificate for $49 USD,3.5,49,18,2126649,63.0,"(60.0, 70.0]",10.6782377612977,"(60.0, 70.0]"
The Divine Comedy: Dante's Journey to Freedom,12005,Self-paced on your time,Georgetown University,Introductory,Humanities,English,English,9–10 hours per week,8 Weeks,FREE-Add a Verified Certificate for $49 USD,9.5,49,8,588245,76.0,"(70.0, 80.0]",9.393078508655353,"(70.0, 80.0]"
Linux Basics: The Command Line Interface,32726,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,Computer Science,English,English,3–5 hours per week,7 Weeks,FREE-Add a Verified Certificate for $49 USD,4.0,49,7,1603574,28.0,"(20.0, 30.0]",10.39592514798884,"(20.0, 30.0]"
